Personality Name,Profession,Source,Link to Individual Personality Sheet,Posts,Instagram Followers,Total Posts Created,Total Posts Published,Engagement Status
Sundar Pichai,CEO,https://en.wikipedia.org/wiki/Sundar_Pichai,https://drive.google.com/drive/folders/1I5Qoz_GZ-1wIyYblvdU34t9YGn1UqzmK?usp=drive_link,,2.9M,,,
Felipe Gozon,CEO,https://en.wikipedia.org/wiki/Felipe_Gozon,,,,,,
Gunupati Venkata Krishna Reddy,CEO,https://en.wikipedia.org/wiki/Gunupati_Venkata_Krishna_Reddy,,,,,,
C Vijayakumar,CEO,https://en.wikipedia.org/wiki/C_Vijayakumar,,,,,,
Lee Shau Kee,CEO,https://en.wikipedia.org/wiki/Lee_Shau_Kee,,,,,,
Meg Whitman,CEO,https://en.wikipedia.org/wiki/Meg_Whitman,https://drive.google.com/drive/folders/1QSfkaJ8jUcjxFTmY9vQCYa4-rihQvUR-?usp=drive_link,,N/A,,,
Darius Adamczyk,CEO,https://en.wikipedia.org/wiki/Darius_Adamczyk,,,,,,
John A. Kaneb,CEO,https://en.wikipedia.org/wiki/John_A._Kaneb,,,,,,
Noel Quinn,CEO,https://en.wikipedia.org/wiki/Noel_Quinn,https://drive.google.com/drive/folders/1UEub6N3UQcQp0VapUiITWR0aJNXOSsvn?usp=drive_link,,N/A,,,
Arvind Krishna,CEO,https://en.wikipedia.org/wiki/Arvind_Krishna_(executive),https://drive.google.com/drive/folders/1FO7nQFnhHUArhycU1Nu7qAEINFrcLIlh?usp=drive_link,,N/A,,,
Dikesh Malhotra,CEO,https://en.wikipedia.org/wiki/Dikesh_Malhotra,,,,,,
Salil Parekh,CEO,https://en.wikipedia.org/wiki/Salil_Parekh,,,,,,
Pat Gelsinger,CEO,https://en.wikipedia.org/wiki/Pat_Gelsinger,https://drive.google.com/drive/folders/1hcdz7lLlRmzxq3Q3G8rHPZb-mFBBL14D?usp=drive_link,,,,,
Scott Etzler,CEO,https://en.wikipedia.org/wiki/Scott_Etzler,,,,,,
Richard B. Handler,CEO,https://en.wikipedia.org/wiki/Richard_B._Handler,https://drive.google.com/drive/folders/194LjOaQRStbUJBMlBuvl_CIFSnCOaJAx?usp=drive_link,,48K,,,
Andrew S. Rosen,CEO,https://en.wikipedia.org/wiki/Andrew_S._Rosen,,,,,,
Pieter Elbers,CEO,https://en.wikipedia.org/wiki/Pieter_Elbers,,,,,,
Charles G. Koch,CEO,https://en.wikipedia.org/wiki/Charles_G._Koch,https://drive.google.com/drive/folders/1fGXrWqIHyg3lUadu68D7sT-zajxeRFHS?usp=sharing,,,,,
Robert Noel,CEO,https://en.wikipedia.org/wiki/Robert_Noel_(businessman),,,,,,
Les Wexner,CEO,https://en.wikipedia.org/wiki/Les_Wexner,https://drive.google.com/drive/folders/1FETuMmRUVkAq-6q82HR0GcQpS8H2jfJo?usp=sharing,,,,,
Marillyn Hewson,CEO,https://en.wikipedia.org/wiki/Marillyn_Hewson,,,,,,
Steve Rowe,CEO,https://en.wikipedia.org/wiki/Steve_Rowe_(businessman),,,,,,
Chris kempczinski,CEO,https://en.wikipedia.org/wiki/Chris_Kempczinski,,,,,,
Kevin Sneader,CEO,https://en.wikipedia.org/wiki/Kevin_Sneader,https://drive.google.com/drive/folders/1cRK6EC9vldo9SyA0rlEjyucIjwn4uZWD?usp=sharing,,,,,
Jonathan Ornstein,CEO,https://en.wikipedia.org/wiki/Jonathan_Ornstein,,,,,,
Steven A. Kandarian,CEO,https://en.wikipedia.org/wiki/Steven_A._Kandarian,,,,,,
Satya Nadella,CEO,https://en.wikipedia.org/wiki/Satya_Nadella,https://drive.google.com/drive/folders/1rpReNBJV0Q3SIzipP6Kad1nldaEGBIA6?usp=sharing,,,,,
Michael J. Saylor,CEO,https://en.wikipedia.org/wiki/Michael_J._Saylor,,,,,,
James P. Gorman,CEO,https://en.wikipedia.org/wiki/James_P._Gorman,https://drive.google.com/drive/folders/1au6JG8QlOoRDeRroxq29Cqgm_bPbQpbL?usp=sharing,,,,,
Chris Beard,CEO,https://en.wikipedia.org/wiki/Chris_Beard_(executive),https://drive.google.com/drive/folders/19codX7tWWccw61sBbpAby1NaFDj1WIyL?usp=sharing,,,,,
Sumner Redstone,CEO,https://en.wikipedia.org/wiki/Sumner_Redstone,https://drive.google.com/drive/folders/1zroywkWQB23iLZ_HXWcdBgJaJ7w6UJzR?usp=sharing,,,,,
Jeff Shell,CEO,https://en.wikipedia.org/wiki/Jeff_Shell,https://drive.google.com/drive/folders/1S9hbEXhB-IoLo9G5oJVtax18cnkBNOrF?usp=sharing,,,,,
Robert James Thomson,CEO,https://en.wikipedia.org/wiki/Robert_James_Thomson,,,,,,
Mark Thompson,CEO,https://en.wikipedia.org/wiki/Mark_Thompson_(media_executive),https://drive.google.com/drive/folders/1R1xgfDj5r9ukI8gTKQagVs1y5xourB6a?usp=drive_link,,N/A,,,
Vijay K. Thadani,CEO,https://en.wikipedia.org/wiki/Vijay_K._Thadani,,,,,,
Mark Parker,CEO,https://en.wikipedia.org/wiki/Mark_Parker,https://drive.google.com/drive/folders/1rodFIhSP3adb7B-E0PL3CXBPbWxP_WPz?usp=sharing,,,,,
Pekka Lundmark,CEO,https://en.wikipedia.org/wiki/Pekka_Lundmark,https://drive.google.com/drive/folders/1FULC2FWqgxV0Hm8NQi3F_-5oZmu5nJ2U?usp=drive_link,,N/A,,,
Vasant Narasimhan,CEO,https://en.wikipedia.org/wiki/Vasant_Narasimhan,,,,,,
Tim Armstrong,CEO,https://en.wikipedia.org/wiki/Tim_Armstrong_(executive),https://drive.google.com/drive/folders/1ZtJK5uYIZmbZTIShRnarO7-HmS7yRJBY?usp=sharing,,,,,
Mark Hurd,CEO,https://en.wikipedia.org/wiki/Mark_Hurd,https://drive.google.com/drive/folders/113zbPBkK4dNSQNuGEg2w7J96ZZZ166Ss?usp=sharing,,,,,
Esmeralda Simmons,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/1j5bv2lTLrhShKVFYcVOmL52BdxethpGv?usp=drive_link,,,,,
Melanie Campbell,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/1SkJndXwojDMpSw4rc9EZgAyNBrBKsYVs?usp=drive_link,,3442,,,
James Rucker,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/18G0mhzfsgmLu7SSpBfvN6i_fDg-jSwgM?usp=drive_link,,,,,
Lateefah Simon,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/1d62Wf2Kl4QmSxFq-5-Dd-36nI9trQT-4?usp=share_link,,,,,
,,,,,,,,
Ciara Taylor,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/1j016fM2s8foJz5TO4k4F0l5f8pmcd2Xf?usp=sharing,,N/A,,,
Michelle Alexander,Civil Rights Leader,https://www.usatoday.com/story/money/2020/06/07/19-of-the-most-influential-civil-rights-leaders-of-the-21st-century/111907158/,https://drive.google.com/drive/folders/1wWg5kEs6PRXs1xh6_qlpeE1lFUnNLaVa?usp=drive_link,,,,,
Richard Bandler,Clinical Psychologist,https://en.wikipedia.org/wiki/Richard_Bandler,https://drive.google.com/drive/folders/1BoRvze05ACrrFgMBOqLEdn2wz4Q_ea-k?usp=drive_link,,,,,
David H. Barlow,Clinical Psychologist,https://en.wikipedia.org/wiki/David_H._Barlow,https://drive.google.com/drive/folders/1zk69Bo4_CSGEk6KsNeyReB8cZgDICLFB?usp=drive_link,,,,,
Deirdre Barrett,Clinical Psychologist,https://en.wikipedia.org/wiki/Deirdre_Barrett,https://drive.google.com/drive/folders/1liPLloNwzKl_Gvyc091XxGXSjZ5WEd82?usp=drive_link,,,,,
Aaron T. Beck,Clinical Psychologist,https://en.wikipedia.org/wiki/Aaron_T._Beck,https://drive.google.com/drive/folders/1dP0UppdqXYwsenlrnPR-jNscERpX9KWZ?usp=drive_link,,,,,
Kim Bergman,Clinical Psychologist,https://en.wikipedia.org/wiki/Kim_Bergman,https://drive.google.com/drive/folders/1heWI-E6Z3r7Y0TtH0LO0gZoS3WyCN5pO?usp=sharing,,,,,
Larry E. Beutler,Clinical Psychologist,https://en.wikipedia.org/wiki/Larry_E._Beutler,https://drive.google.com/drive/folders/1uZ1tCiaJ3BGvQNyu36NgHCxm3LYdD3HH?usp=drive_link,,,,,
David D. Burns,Clinical Psychologist,https://en.wikipedia.org/wiki/David_D._Burns,https://drive.google.com/drive/folders/1K0iIy0nnWiuwVUx2E3t_j3t4jQ5th6RP?usp=drive_link,,,,,
Lisa Damour,Clinical Psychologist,https://en.wikipedia.org/wiki/Lisa_Damour,https://drive.google.com/drive/folders/1gIawK3diOj4NBT9AbilE8-yR6rA-nLSy?usp=drive_link,,,,,
Steve Eichel,Clinical Psychologist,https://en.wikipedia.org/wiki/Steve_Eichel,https://drive.google.com/drive/folders/1TYkEXlktHQMI3D-Ep48-HXzRvT_iuVZd?usp=drive_link,,,,,
Hans-Werner Gessmann,Clinical Psychologist,https://en.wikipedia.org/wiki/Hans-Werner_Gessmann,,,,,,
Paul Gilbert (psychologist),Clinical Psychologist,https://en.wikipedia.org/wiki/Paul_Gilbert_(psychologist),,,,,,
Steven C. Hayes,Clinical Psychologist,https://en.wikipedia.org/wiki/Steven_C._Hayes,,,,,,
Stefan Hofmann,Clinical Psychologist,https://en.wikipedia.org/wiki/Stefan_Hofmann,,,,,,
Marsha Linehan,Clinical Psychologist,https://en.wikipedia.org/wiki/Marsha_Linehan,,,,,,
Paul R. Martin,Clinical Psychologist,https://en.wikipedia.org/wiki/Paul_R._Martin,,,,,,
Rufus May,Clinical Psychologist,https://en.wikipedia.org/wiki/Rufus_May,,,,,,
,,https://en.wikipedia.org/wiki/Jordan_Peterson,,,,,,
Robert O. Pihl,Clinical Psychologist,https://en.wikipedia.org/wiki/Robert_O._Pihl,,,,,,
Rebecca Pillai Riddell,Clinical Psychologist,https://en.wikipedia.org/wiki/Rebecca_Pillai_Riddell,,,,,,
Richard Rogers,Clinical Psychologist,https://en.wikipedia.org/wiki/Richard_Rogers_(psychologist),,,,,,
Kirk J. Schneider,Clinical Psychologist,https://en.wikipedia.org/wiki/Kirk_J._Schneider,,,,,,
Tamara Sher,Clinical Psychologist,https://en.wikipedia.org/wiki/Tamara_Sher,,,,,,
Hunter B. Shirley,Clinical Psychologist,https://en.wikipedia.org/wiki/Hunter_B._Shirley,,,,,,
Victor Skumin,Clinical Psychologist,https://en.wikipedia.org/wiki/Victor_Skumin,,,,,,
C. Michael Smith,Clinical Psychologist,https://en.wikipedia.org/wiki/C._Michael_Smith,,,,,,
Douglas Vakoch,Clinical Psychologist,https://en.wikipedia.org/wiki/Douglas_Vakoch,,,,,,
Philip Zimbardo,Clinical Psychologist,https://en.wikipedia.org/wiki/Philip_Zimbardo,,,,,,
Adam Beyer,DJ,https://en.wikipedia.org/wiki/Adam_Beyer,https://drive.google.com/drive/folders/16T0rLRQ4Rdcn8ke-sEXNo3OZLjMrilb5?usp=drive_link,,804K,,,
Adventure Club,DJ,https://en.wikipedia.org/wiki/Adventure_Club,https://drive.google.com/drive/folders/10NcLCWT_nn0V5kTnXNFV0jTPNJuIf1hV?usp=drive_link,,235K,,,
Aero Chord,DJ,https://en.wikipedia.org/wiki/Aero_Chord,https://drive.google.com/drive/folders/1B7w6zFB6raWsx1siZa-Z7McRrXl9_mIi?usp=drive_link,,,,,
Afrojack,DJ,https://en.wikipedia.org/wiki/Afrojack,https://drive.google.com/drive/folders/1nbxH02GfIswphT320pCu8qx-rg5lONB_?usp=drive_link,,,,,
Alan Walker,DJ,https://en.wikipedia.org/wiki/Alan_Walker_(producer),https://drive.google.com/drive/folders/1-LoSY3xgX4F4mmxKUyfZLh0I7pHiPRZH?usp=drive_link,,9.6M,,,
Albatraoz,DJ,https://en.wikipedia.org/wiki/Albatraoz,https://drive.google.com/drive/folders/1XP3ctUqV5Jl5-gZO6BjsFkooDAC8M5ok?usp=drive_link,,,,,
Alesso,DJ,https://en.wikipedia.org/wiki/Alesso,https://drive.google.com/drive/folders/1vBH43Z7HwRJRKwZU-jzRAlTH251X4Cmh?usp=drive_link,,,,,
Alexander Perls,DJ,https://en.wikipedia.org/wiki/Alexander_Perls,https://drive.google.com/drive/folders/1UmcnlDUqRN6K9z4mwwieQjiPtByMzA6Y?usp=drive_link,,,,,
Alice Deejay,DJ,https://en.wikipedia.org/wiki/Alice_Deejay,,,,,,
Alison Wonderland,DJ,https://en.wikipedia.org/wiki/Alison_Wonderland,https://drive.google.com/drive/folders/1aIcLUCCuACwTCMUQPpV5D2wa3Z89FiSk?usp=drive_link,,899K,,,
All Hail the Silence,DJ,https://en.wikipedia.org/wiki/All_Hail_the_Silence,https://drive.google.com/drive/folders/1-dI2az2oaFBdqf5yebQUToKvqd9Oi0xF?usp=drive_link,,,,,
Alle Benassi,DJ,https://en.wikipedia.org/wiki/Alle_Benassi,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Armin van Buuren,DJ,https://en.wikipedia.org/wiki/Armin_van_Buuren,https://drive.google.com/drive/folders/1BQJL1fEZkChXdZhCASuvKuMRY5AxoUkJ?usp=drive_link,,4.2M,,,
Armand van Helden,DJ,https://en.wikipedia.org/wiki/Armand_van_Helden,,,,,,
AronChupa,DJ,https://en.wikipedia.org/wiki/AronChupa,,,,,,
Audien,DJ,https://en.wikipedia.org/wiki/Audien,,,,,,
Axwell,DJ,https://en.wikipedia.org/wiki/Axwell,https://drive.google.com/drive/folders/1tDQpGn7e2RUx3-X0fPXhcfw9s17DgZQW?usp=drive_link,,1.4M,,,
Axwell & Ingrosso,DJ,https://en.wikipedia.org/wiki/Axwell_%26_Ingrosso,,,,,,
Andrew Rayel,DJ,https://en.wikipedia.org/wiki/Andrew_Rayel,https://drive.google.com/drive/folders/1Wy00m83R8wc0Rstof8tYvHGG3HUix6Ux?usp=drive_link,,209K,,,
Ansolo,DJ,https://en.wikipedia.org/wiki/Ansel_Elgort,,,,,,
Brooks (DJ),DJ,https://en.wikipedia.org/wiki/Brooks_(DJ),,,,,,
Bass Bumpers,DJ,https://en.wikipedia.org/wiki/Bass_Bumpers,,,,,,
Bass Hunter,DJ,https://en.wikipedia.org/wiki/Bass_Hunter,,,,,,
Bassjackers,DJ,https://en.wikipedia.org/wiki/Bassjackers,,,,,,
Bassnectar,DJ,https://en.wikipedia.org/wiki/Bassnectar,,,,,,
Basto,DJ,https://en.wikipedia.org/wiki/Basto,,,,,,
Ben Klock,DJ,https://en.wikipedia.org/wiki/Ben_Klock,,,,,,
Benassi Bros.,DJ,https://en.wikipedia.org/wiki/Benassi_Bros.,,,,,,
Benny Benassi,DJ,https://en.wikipedia.org/wiki/Benny_Benassi,,,,,,
Randy Bettis,DJ,https://en.wikipedia.org/wiki/Randy_Bettis,,,,,,
Bingo Players,DJ,https://en.wikipedia.org/wiki/Bingo_Players,,,,,,
Björk,DJ,https://en.wikipedia.org/wiki/Bj%C3%B6rk,,,,,,
Black Coffee,DJ,https://en.wikipedia.org/wiki/Black_Coffee_(DJ),,,,,,
Blasterjaxx,DJ,https://en.wikipedia.org/wiki/Blasterjaxx,,,,,,
The Bloody Beetroots,DJ,https://en.wikipedia.org/wiki/The_Bloody_Beetroots,,,,,,
Bob Sinclar,DJ,https://en.wikipedia.org/wiki/Bob_Sinclar,,,,,,
Boom Jinx,DJ,https://en.wikipedia.org/wiki/Boom_Jinx,,,,,,
Borgeous,DJ,https://en.wikipedia.org/wiki/Borgeous,,,,,,
Borgore,DJ,https://en.wikipedia.org/wiki/Borgore,,,,,,
Boris Brejcha,DJ,https://en.wikipedia.org/wiki/Boris_Brejcha,,,,,,
Mark Brain,DJ,https://en.wikipedia.org/wiki/Mark_Brain,,,,,,
Bro Safari,DJ,https://en.wikipedia.org/wiki/Bro_Safari,,,,,,
CamelPhat,DJ,https://en.wikipedia.org/wiki/CamelPhat,,,,,,
Calvin Harris,DJ,https://en.wikipedia.org/wiki/Calvin_Harris,,,,,,
Carnage,DJ,https://en.wikipedia.org/wiki/Carnage_(DJ),,,,,,
Caspa,DJ,https://en.wikipedia.org/wiki/Caspa,,,,,,
The Chainsmokers,DJ,https://en.wikipedia.org/wiki/The_Chainsmokers,,,,,,
James Acaster,Comedian,https://en.wikipedia.org/wiki/James_Acaster,https://drive.google.com/drive/folders/1iGH1wo-o1cs47dpfUwrzPLbCPg4HP83G?usp=drive_link,,8678,,,
James Adomian,Comedian,https://en.wikipedia.org/wiki/James_Adomian,https://drive.google.com/drive/folders/1r4Wcs6R0QlyPzjMdnnFKH0Ug2tjQzYJp?usp=drive_link,,31.3K,,,
Alex Agnew,Comedian,https://en.wikipedia.org/wiki/Alex_Agnew,https://drive.google.com/drive/folders/1U5xHCY8deiRgd8HQoH1MF2ZjF7opTP8n?usp=drive_link,,,,,
Dan Ahdoot,Comedian,https://en.wikipedia.org/wiki/Dan_Ahdoot,https://drive.google.com/drive/folders/1NrrgF2_jP2c5iot86UhlWXLhMsV5KZZ_?usp=drive_link,,,,,
Tim Allen,Comedian,https://en.wikipedia.org/wiki/Tim_Allen,https://drive.google.com/drive/folders/1q_nVPwaizqQ1cuqbs2-kozGVScv-9cpn?usp=share_link,,,,,
Woody Allen,Comedian,https://en.wikipedia.org/wiki/Woody_Allen,https://drive.google.com/drive/folders/1OBeROdobeP8_1PVbExWxRbmk8SSwoFXf?usp=drive_link,,55.5K,,,
Kirstie Alley,Comedian,https://en.wikipedia.org/wiki/Kirstie_Alley,https://drive.google.com/drive/folders/1c3oy1fnYkKPjdMagaiuqakhyf1W_hV45?usp=drive_link,,288K,,,
Simon Amstell,Comedian,https://en.wikipedia.org/wiki/Simon_Amstell,https://drive.google.com/drive/folders/17PU_1NOI8qyhpuZyUYC4uXV9RNbpz9Pd?usp=drive_link,,,,,
Amy Anderson,Comedian,https://en.wikipedia.org/wiki/Amy_Anderson_(comedian),https://drive.google.com/drive/folders/1HTluKDv9jKgC87OoghHQzPAaJB6dyJ6H?usp=drive_link,,,,,
Blake Anderson,Comedian,https://en.wikipedia.org/wiki/Blake_Anderson,https://drive.google.com/drive/folders/1bAYm_tsFjJx-wlwXUZTnGIrleXjqcAYa?usp=drive_link,,1.1M,,,
Louie Anderson,Comedian,https://en.wikipedia.org/wiki/Louie_Anderson,https://drive.google.com/drive/folders/10ZPDquz7nkoW8uollTSPnwF7eAVFLYbY?usp=drive_link,,58.3K,,,
Wil Anderson,Comedian,https://en.wikipedia.org/wiki/Wil_Anderson,https://drive.google.com/drive/folders/1yC1tO2Cx77BtJDePDPJLOYozn6ZBITI1?usp=drive_link,,51.9K,,,
Aziz Ansari,Comedian,https://en.wikipedia.org/wiki/Aziz_Ansari,https://drive.google.com/drive/folders/1hlNe1ExXDey54lNGzmLHYYUaOpB7uFrI?usp=drive_link,,2M,,,
Ant,Comedian,https://en.wikipedia.org/wiki/Ant_(comedian),https://drive.google.com/drive/folders/1kLisNmXVcKFSYHMsviKjWbmX6eOv4CBd?usp=drive_link,,,,,
Ingo Appelt,Comedian,https://en.wikipedia.org/wiki/Ingo_Appelt_(comedian),https://drive.google.com/drive/folders/1FsH0RcLchw85VLeWsPZJG3tSmz8VPvCx?usp=drive_link,,,,,
Dave Attell,Comedian,https://en.wikipedia.org/wiki/Dave_Attell,https://drive.google.com/drive/folders/1EIdT7YgHS6K0CKP7lUTbh60D6_XPe2wh?usp=drive_link,,,,,
"Michael ""Atters"" Attree",Comedian,https://en.wikipedia.org/wiki/Michael_%22Atters%22_Attree,https://drive.google.com/drive/folders/16ega9Tkphjr-B1OLX3ngjX1mSarqrGvb?usp=drive_link,,,,,
Scott Aukerman,Comedian,https://en.wikipedia.org/wiki/Scott_Aukerman,https://drive.google.com/drive/folders/1P4huILoQs6YWspjr5P4CFzo8uT7xahKz?usp=drive_link,,,,,
Joe Avati,Comedian,https://en.wikipedia.org/wiki/Joe_Avati,https://drive.google.com/drive/folders/1Rg8JCYmkJwKjpAPtaBuY0o-iL1ucwDcp?usp=drive_link,,,,,
,,,,,,,,
Damali Ayo,Comedian,https://en.wikipedia.org/wiki/Damali_Ayo,https://drive.google.com/drive/folders/1hX6OgapYi7ZcD36roacSLTgftuvz2HWt?usp=drive_link,,,,,
Ben Bailey,Comedian,https://en.wikipedia.org/wiki/Ben_Bailey,https://drive.google.com/drive/folders/1lXcOxUe9XPfrWT2_hUpqjcsJbpTwVn6e?usp=drive_link,,,,,
Bill Bailey,Comedian,https://en.wikipedia.org/wiki/Bill_Bailey,https://drive.google.com/drive/folders/13gtbtC6k74g9wYlI8ejcGXusYPvYIcHN?usp=drive_link,,,,,
Maria Bamford,Comedian,https://en.wikipedia.org/wiki/Maria_Bamford,https://drive.google.com/drive/folders/1qGB8IL_Bzsca0snGVt6AP5nMHSSXttaK?usp=drive_link,,,,,
Angela Barnes,Comedian,https://en.wikipedia.org/wiki/Angela_Barnes,,,,,,
,,https://en.wikipedia.org/wiki/Roseanne_Barr,,,,,,
Mario Barth,Comedian,https://en.wikipedia.org/wiki/Mario_Barth,,,,,,
Rob Beckett,Comedian,https://en.wikipedia.org/wiki/Rob_Beckett,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Jim Belushi,Comedian,https://en.wikipedia.org/wiki/Jim_Belushi,,,,,,
Matt Berry,Comedian,https://en.wikipedia.org/wiki/Matt_Berry,,,,,,
Matt Besser,Comedian,https://en.wikipedia.org/wiki/Matt_Besser,,,,,,
Danny Bhoy,Comedian,https://en.wikipedia.org/wiki/Danny_Bhoy,,,,,,
Mike Birbiglia,Comedian,https://en.wikipedia.org/wiki/Mike_Birbiglia,,,,,,
John Bishop,Comedian,https://en.wikipedia.org/wiki/John_Bishop,,,,,,
Lewis Black,Comedian,https://en.wikipedia.org/wiki/Lewis_Black,,,,,,
Michael Ian Black,Comedian,https://en.wikipedia.org/wiki/Michael_Ian_Black,,,,,,
Hamish Blake,Comedian,https://en.wikipedia.org/wiki/Hamish_Blake,,,,,,
Josh Blue,Comedian,https://en.wikipedia.org/wiki/Josh_Blue,,,,,,
Sarayu Blue,Comedian,https://en.wikipedia.org/wiki/Sarayu_Blue,,,,,,
Amir Blumenfeld,Comedian,https://en.wikipedia.org/wiki/Amir_Blumenfeld,,,,,,
Alonzo Bodden,Comedian,https://en.wikipedia.org/wiki/Alonzo_Bodden,,,,,,
Mirja Boes,Comedian,https://en.wikipedia.org/wiki/Mirja_Boes,,,,,,
Wigald Boning,Comedian,https://en.wikipedia.org/wiki/Wigald_Boning,,,,,,
Elayne Boosler,Comedian,https://en.wikipedia.org/wiki/Elayne_Boosler,,,,,,
Joel Kim Booster,Comedian,https://en.wikipedia.org/wiki/Joel_Kim_Booster,,,,,,
Wil van der Aalst,Computer Scientist,https://en.wikipedia.org/wiki/Wil_van_der_Aalst,https://drive.google.com/drive/folders/1oyowcqllKq5aOG_vJ932H0etdQjt7_Jb?usp=drive_link,,,,,
Scott Aaronson,Computer Scientist,https://en.wikipedia.org/wiki/Scott_Aaronson,https://drive.google.com/drive/folders/1EM_2XVCaQpF-JbJtEsQocUJBedfo8f-C?usp=drive_link,,,,,
Rediet Abebe,Computer Scientist,https://en.wikipedia.org/wiki/Rediet_Abebe,https://drive.google.com/drive/folders/1jbIpA_DUPZDMFHJPFk2gW8-2WDzAO3qf?usp=drive_link,,,,,
Hal Abelson,Computer Scientist,https://en.wikipedia.org/wiki/Hal_Abelson,https://drive.google.com/drive/folders/19yHPUwYcHD429p3rcNdl27F1By0w5bYF?usp=drive_link,,,,,
Samson Abramsky,Computer Scientist,https://en.wikipedia.org/wiki/Samson_Abramsky,https://drive.google.com/drive/folders/1zYoFHDrDPWBtL56xPCByU5wjoUsNObUX?usp=share_link,,,,,
Manindra Agrawal,Computer Scientist,https://en.wikipedia.org/wiki/Manindra_Agrawal,https://drive.google.com/drive/folders/1k10nQqVv2mP5SjwjrDAfEnRa-NL0h0LW?usp=drive_link,,,,,
Luis von Ahn,Computer Scientist,https://en.wikipedia.org/wiki/Luis_von_Ahn,https://drive.google.com/drive/folders/1-hSrTPNkBZ1H3NeWszYW_j02QCcCfYLs?usp=drive_link,,19.2K,,,
Andrew Appel,Computer Scientist,https://en.wikipedia.org/wiki/Andrew_Appel,https://drive.google.com/drive/folders/1TbLX_YPZBxak2xNzHzWtewAOoKO_WGha?usp=drive_link,,N/A,,,
Cecilia R. Aragon,Computer Scientist,https://en.wikipedia.org/wiki/Cecilia_R._Aragon,https://drive.google.com/drive/folders/1AWPQlyge6crHv7L94wFjm2qL9yciigz9?usp=drive_link,,N/A,,,
Sanjeev Arora,Computer Scientist,https://en.wikipedia.org/wiki/Sanjeev_Arora,https://drive.google.com/drive/folders/1n5qmMKqr3KgoBMKIP-ibfDCzeNQg4Hyp?usp=drive_link,,,,,
Roland Carl Backhouse,Computer Scientist,https://en.wikipedia.org/wiki/Roland_Carl_Backhouse,https://drive.google.com/drive/folders/1CUwYre-0HkCOuWNJh7d9FwyoLOaEImMm?usp=drive_link,,,,,
David A. Bader,Computer Scientist,https://en.wikipedia.org/wiki/David_A._Bader,https://drive.google.com/drive/folders/1R7zXPKWRY4A6KhNsquaR8Lqea9YkYZTX?usp=drive_link,,,,,
Andrew Barto,Computer Scientist,https://en.wikipedia.org/wiki/Andrew_Barto,,,,,,
Gordon Bell,Computer Scientist,https://en.wikipedia.org/wiki/Gordon_Bell,,,,,,
Tim Berners-Lee,Computer Scientist,https://en.wikipedia.org/wiki/Tim_Berners-Lee,,,,,,
Daniel J. Bernstein,Computer Scientist,https://en.wikipedia.org/wiki/Daniel_J._Bernstein,,,,,,
Dines Bjørner,Computer Scientist,https://en.wikipedia.org/wiki/Dines_Bj%C3%B8rner,,,,,,
Sue Black,Computer Scientist,https://en.wikipedia.org/wiki/Sue_Black_(computer_scientist),,,,,,
David Blei,Computer Scientist,https://en.wikipedia.org/wiki/David_Blei,,,,,,
Lenore Blum,Computer Scientist,https://en.wikipedia.org/wiki/Lenore_Blum,,,,,,
Manuel Blum,Computer Scientist,https://en.wikipedia.org/wiki/Manuel_Blum,,,,,,
Grady Booch,Computer Scientist,https://en.wikipedia.org/wiki/Grady_Booch,,,,,,
Bert Bos,Computer Scientist,https://en.wikipedia.org/wiki/Bert_Bos,,,,,,
Robert S. Boyer,Computer Scientist,https://en.wikipedia.org/wiki/Robert_S._Boyer,,,,,,
Fred Brooks,Computer Scientist,https://en.wikipedia.org/wiki/Fred_Brooks,,,,,,
Michael Butler,Computer Scientist,https://en.wikipedia.org/wiki/Michael_Butler_(computer_scientist),,,,,,
Tracy Camp,Computer Scientist,https://en.wikipedia.org/wiki/Tracy_Camp,,,,,,
Martin Campbell-Kelly,Computer Scientist,https://en.wikipedia.org/wiki/Martin_Campbell-Kelly,,,,,,
Luca Cardelli,Computer Scientist,https://en.wikipedia.org/wiki/Luca_Cardelli,,,,,,
Vinton Cerf,Computer Scientist,https://en.wikipedia.org/wiki/Vint_Cerf,,,,,,
Gregory Chaitin,Computer Scientist,https://en.wikipedia.org/wiki/Gregory_Chaitin,,,,,,
Robert Cailliau,Computer Scientist,https://en.wikipedia.org/wiki/Robert_Cailliau,,,,,,
Peter Chen,Computer Scientist,https://en.wikipedia.org/wiki/Peter_Chen,,,,,,
,,,,,,,,
